personId,contentId,userReview,generatedScore,comment
-8845298781299428018,-1453783314552286835,7.9,5, Room was spacious enough Bed was very comfortable Park was amazing
6735372008307093370,4328888515190573663,6.7,2," The bed was very comfortable and the room was very clean
 The hotel was under renovation while we there which we were not advised of before booking "
-4165818767652094649,-5997769775112032630,10.0,5, Room was awesome
-2626634673110551643,-1730766821655383888,2.5,2, they robbed me blind of nearly 500 Euros
-4165818767652094649,-5997769775112032630,9.2,5, Bed was really comfortable 
-4165818767652094649,-5997769775112032630,10.0,5, everything 
-4165818767652094649,-5997769775112032630,10.0,5, Amazing view to the park not so busy area Nice rooms
-3374649409463162440,-6840859460575237450,8.3,5, fantastic building and interior design Added bonus of park setting 
-3374649409463162440,-6840859460575237450,9.6,5, Location was superb overlooking oosterpark nice and quiet away from the city centre tram stops very close by and metro not far away 
-108842214936804958,-6467708104873171151,8.8,5, location rooms staff
-1032019229384696495,-5181489804915739633,9.6,5, Room was as shown on the pictures cozy posh and really stylish Staff was trully polite and helpful 
-1032019229384696495,3149164017776669829,9.2,5, Excellent room and interesting hotel Great location out of the centre but easy to get to on tram 
8968131284214320024,7277161137091492767,9.6,5, Stunning rooms and dining area In a lovely location just off a park 
8968131284214320024,7277161137091492767,10.0,5, The staff were really helpful and the hotel was in a great location 
-7606731662737258050,-7660505434580831027,3.3,2, Nearly everything about my stay
-3374649409463162440,2415534163825594672,10.0,5, Comfy bed tasty hot chocolates
-2341407360157577080,-7660505434580831027,7.5,2," Beautiful hotel with views of the park Transport links are very close and excellent
 Service in the restaurant was very slow and not the best "
-3374649409463162440,2415534163825594672,8.3,5,"No Positive
 I booked a twin room so thought there would be twin beds but got put in a double room with a double bed"
-3374649409463162440,2415534163825594672,10.0,5, Me and my boyfriend got engaged at the hotel and the staff were absolutely fantastic 
-3374649409463162440,2415534163825594672,9.2,5, They gave us an upgrade of the room Beautifull sort of attic room complete white very very nice 
-1602833675167376798,-3875881534863988868,10.0,5, Loved the lay out and design of the hotel 
-1602833675167376798,-3875881534863988868,9.6,5, Great location lovely helpful staff very pretty and modern hotel 
-6030696784871381528,-2747266787901704910,9.2,5, Bed extra comfy
-6030696784871381528,-2747266787901704910,10.0,5," Large clean rooms with a nice size comfy bed All round just very clean 
 Wifi service wasn t great and we couldn t actually connect "
-6030696784871381528,-2747266787901704910,9.6,5, Everything Classy 
-6030696784871381528,-2747266787901704910,10.0,5, Everything
3375381077362025672,-6347212504547574224,7.9,5, comfort and cleanliness
3375381077362025672,-6347212504547574224,8.8,5, The bedrooms were amazing and the beds were so comfy
5127372011815639401,6989198691754522425,7.5,5, Great hotel with beautiful interior
5127372011815639401,6989198691754522425,9.2,5, Well equipped nice room Traditinal but modern building 
-2901997243166418276,-1444481301861872291,10.0,5, Very clean and tidy hotel Very Comfortable bed everything was great
-1032019229384696495,-158184760257182670,5.0,2," Comfortable big bed room swaped without issues 
 Location ongoing refurbishment decor "
-3596626804281480007,1449689399273695199,6.3,2," Breakfast
 Hotel under renovation "
3375381077362025672,-4228415104574264137,5.4,3," Unique room design beautiful place 
 Customer service and cleanliness of rooms "
534764222466712491,7229629480273331039,8.8,5, The bed was incredible 
-1443636648652872475,-3954182109690207118,8.8,5, nice location super helpful front desk staff 
-2726721797588771398,7036087807129071010,4.6,2," Nothing in particular stood out
 Renovations taking place which were not communicated foul smell outside our room things left from previous guest"
7871236101796363710,7620697593009487898,10.0,5, The room was so clean and tidy the bed was amazingly comfey and so big
7871236101796363710,7620697593009487898,7.5,5, The front desk where very kind and helpful 
-8694104221113176052,5238119115012015307,8.3,5, Huge bath with big bathtub
-8694104221113176052,5238119115012015307,9.6,5, great service good location for city centre good food very unusual minimalist room decor
-8694104221113176052,5238119115012015307,7.1,5, Easy access to trams direct into town 
-8694104221113176052,5238119115012015307,10.0,5, Excellent quality hotel Friendly staff great location lovely facilities Overall great hotel Would definately stay here again 
-8694104221113176052,5238119115012015307,10.0,5, Nothing else
5660542693104786364,-9019582414165805420,6.7,3,"No Positive
 You can hear doors opening and closing Other than that I had a pleasant night "
-1443636648652872475,-8618420761918493321,9.6,5, Staff extremely helpful and knowledgeable
5660542693104786364,-9019582414165805420,6.3,3," Place is very nice
 Curtains had holes in it Door of the mini bar was broken "
-1443636648652872475,-4944551138301474550,10.0,5, The Arena was a wonderful experience The room was comfortable and beautiful I have been telling everyone about my stay 
-1443636648652872475,-4944551138301474550,7.9,5, Nice variety of foods Good coffee
5660542693104786364,-9019582414165805420,6.7,3," Friendly and helpful staff
 The construction"
-1443636648652872475,-4944551138301474550,10.0,5, Patio area outside was lovely Our room got upgraded 
-1443636648652872475,-4944551138301474550,9.2,5, We loved this hotel And our beautiful hotel room 
-1443636648652872475,-4944551138301474550,10.0,5, It s was a beautiful place amazing architecture and a room upgrade 
7554279798570266254,2285214528595997209,7.5,5, The spacious room
4670267857749552625,4774970687540378081,7.9,5, Very comfortable bed Building full of character 
4670267857749552625,4774970687540378081,8.8,5, We stayed in a studio room The room was spacious It was clean the bed was very comfortable The staff were helpful polite and professional 
5660542693104786364,5401376580769090495,3.8,3," breakfast
No Negative"
-8845298781299428018,-1453783314552286835,10.0,5, Very nice and comfirtable hotel i personally like it Thank you front desk staff Cheers
-8845298781299428018,-1453783314552286835,8.8,5, The staff were lovely and the bed was huge Very accommodating and not so far from the city centre
1960539917229374622,5640834597379907148,2.5,2, Staff ripped us off with prices
-1032019229384696495,8890720798209849691,7.1,5," Nice room located on two floors for a fair price
 We didn t get any Information about the construction works going on "
-1032019229384696495,3320201327008235211,4.2,3," Food was ok
 Building site Surly staff Dodgy electrics Cold room"
-1032019229384696495,3320201327008235211,7.5,3," location size of the room large bathroom breakfast was ok
 n a"
-1032019229384696495,-7463305179076477879,3.8,5,"No Positive
 Service in reataurant"
5660542693104786364,-8813724423497152538,9.6,3," The duplex room design 
 The receptioninst was rather cold "
5660542693104786364,-8813724423497152538,7.1,3," Bed was very comfy Clean room nice hotel
 Window and blinds was broken in our room "
-1032019229384696495,-7463305179076477879,7.1,5," staff EXCELLENTbed VERY comfortable
 A drawer in the bedroom would be great could not find the lounge"
5660542693104786364,-4700714777342103147,3.3,3," Not much
 Bathroom smell Too much construction No storage space "
5660542693104786364,-4700714777342103147,7.1,3," We liked the split level room
 The construction on the premises the noise from the road and the poor air conditioning"
5660542693104786364,-4700714777342103147,9.6,3," Location and feel of the hotel
No Negative"
5660542693104786364,-4700714777342103147,9.6,3,"No Positive
 Restaurant was expensive"
5660542693104786364,-4700714777342103147,5.4,3," The bed was good Public transport close tonthe hotel 
 Not clean noisy a bit run down "
1895326251577378793,-4700714777342103147,6.3,3," Comfortable bed Good television channels Nice bar and restaurant Polite staff
 Construction No hotel extras for amount you spend a night"
-1578287561410088674,-1453783314552286835,9.6,2," relaxed athmosphere
 black makesitabit impracticle at times"
-8845298781299428018,-8618420761918493321,2.9,2,No Negative
1895326251577378793,2259988589066296676,8.8,5, IT was my birthday they made it special by upgrading us to a m ch nicer duplex room
-35428957105270993,-1038011342017850,10.0,5, Staff very nice and helpful Excellent food Very clean American breakfast buffet
-5527145562136413747,-5161313513317812402,7.5,5, Bed was comfy shower was good 
-709287718034731589,8657408509986329668,7.9,5, Personnel was be very good 
1895326251577378793,-4700714777342103147,5.5,3," The architecture the bar area the staff are kind and helpful 
 There is no enough space in the room my room even to put your clothes "
-8845298781299428018,1318981494172475806,8.8,5, Bed was so comfortable Staff we very helpful Had a nice stay at this hotel
-8845298781299428018,1318981494172475806,8.8,5, Location very good Staff very helpful Breakfast Excellant
-8845298781299428018,1318981494172475806,9.2,5, beautiful interior
-1443636648652872475,2809702925357288303,6.3,3," Nice room design
 Bath wasn t clean Very average breakfast Hotel looked very run down for a 4 star"
6971525809430309144,3162261384765351942,10.0,5, Everything was brilliant
-1032019229384696495,7620697593009487898,10.0,5, Excellent staff and clean comfortable room Would stay again 
-1032019229384696495,-1901742495252324928,8.8,5, Really nice hotel and room and staff
-1032019229384696495,-1901742495252324928,5.4,5,"No Positive
 Cold and smelly room no privacy in bathroom"
-1032019229384696495,3149164017776669829,5.8,5," Building was so nice rooms were big
 Room had a bad smell radiator was making leaking sound Hotel was under construction noises started at 7 am"
-7496361692498935601,7359386552064322134,10.0,5, Nice rooms and modern place
-7496361692498935601,7359386552064322134,10.0,5, Everything was perfect From the staff to the hotel it was all brilliant Can t wait to stay again 
-7496361692498935601,7359386552064322134,9.6,5, Fantastic staff that could not have been more helpful friendly and professional
-5708042355439521851,2857117417189640073,6.3,3," The hotel building is amazing They are renovating and perhaps some of the problems will be overcome when the works finish 
No Negative"
-5708042355439521851,2857117417189640073,10.0,3," Great service stunning hotel despite being under construction Lovely restaurant and a quiet surrounding 
No Negative"
3938645257702379823,-8949113594875411859,5.4,2,"No Positive
 Costs around 15 euro to get to the city center in a taxi"
-6944500707172804068,-9019582414165805420,9.2,5, Good staff very helpful Free WIFI Nice hotel
1895326251577378793,-7613994611628693820,10.0,5, All very good Staff were very helpful 
5175412143320664868,-7613994611628693820,10.0,5, The facilities were amazing Great food and the staff were so friendly
5175412143320664868,-7613994611628693820,9.6,5, location and staff
2146546851324474301,-4386371945374980231,4.6,3,"No Positive
 Room building worrk"
2146546851324474301,-4386371945374980231,5.4,3," Plain 4 stars Hotel nothing special nothing bad 
No Negative"
2146546851324474301,-4386371945374980231,5.0,3," Beautiful structure good price 
 Room was unclean unorganized no four stars"
8892482595912468268,2072448887839540892,7.5,5, Lovely rooms food helpful reception staff Pleasant stroll into town centre
6013226412048763966,880612740433495828,7.5,5, The room the building the little details in and around the hotel were very nice Staff was friendly 
3302556033962996625,7534917347133949300,7.5,5, Location helpful staff 
3302556033962996625,-4228415104574264137,6.7,3," Modern feel studio type touch very comfortable room
 Bit far off from the tram metro Small room and steep staircase"
3302556033962996625,7534917347133949300,7.5,5, Room placement and spaces 
3302556033962996625,7534917347133949300,9.2,5, Extremely nice rooms friendly staff close to the tram links
3302556033962996625,7534917347133949300,7.5,5, nice room with bedside on a loft and the nice gesture for a free drink due to renovation of the premises 
3302556033962996625,7534917347133949300,10.0,5, Staff were very helpful They even organised a little surprise on my birthday Room was great very spacious with huge bed 
2416280733544962613,-3161714324304758767,10.0,5, beautiful building good location comfortable bed great out door area
-6493929577026741456,3155118717275463069,9.2,5, The overall hotel was fine would love to return when the building work is complete
7421498048184238966,-8669770849634489893,8.3,5, Would have liked double beds
-3474152259371895547,-9073210245497295284,5.4,2," the breakfast area is nice
 the room felt cramped the staff at breakfast was a little to busy to help out when asked "
3007736603136734729,-4278025512576376201,9.6,5, Friendly and helpful staff
-4165818767652094649,-4571929941432664145,10.0,5, The staff was very friendly and helpful Loved the old charm of the architecture Rooms were clean Bar had a great courtyard
8968131284214320024,-6999287066519531005,4.6,3,"No Positive
 Room service thumbs down "
-2979881261169775358,-9192549002213406534,9.6,5," Very nice hotel clean and stylish and very helpful staff 
No Negative"
-1032019229384696495,-7463305179076477879,8.3,5," Very nice bar and restaurant Staff is nice and helpful 
 The room layout was not smart "
-5380862725077089346,-7463305179076477879,9.2,5, Great atmosphere old building with modern design 
-3325685634318512394,-2899726011463496555,8.8,4," Great facilities
 Main room floor wasn t cleaned"
4465865943032551583,7521700660190108859,8.8,3," Staff at check in and check out were really nice 
 Insonorisation was not the best Could hear rowdy neighbors at night "
-3390049372067052505,2857117417189640073,9.6,5, Very close to Museum and Concert hall area 
8968131284214320024,-6999287066519531005,5.4,3," Excellent location when arriving in car
 Cleaning small rooms Too expensive"
-3390049372067052505,2857117417189640073,8.8,5, Great and beautiful hotel with wonderful staff 
4465865943032551583,7521700660190108859,3.8,3,"No Positive
 The mattress was awful "
-5708042355439521851,2857117417189640073,7.1,3,"No Positive
 Transparentes WC Bad"
-3390049372067052505,2857117417189640073,9.6,5, lovely hotel with well kept stylish rooms
-3390049372067052505,2857117417189640073,8.8,5," Lots of charm Nice rooms and the best bed ever 
 slightly out of the city walkable and had an easy tram ride "
-2901997243166418276,4629488036162962359,10.0,5," Staff were incredibly polite and willing to help at all times Hotel is in a very good location and facilities are brilliant
No Negative"
-2901997243166418276,4629488036162962359,7.5,5,No Positive
4142810830429822977,4328888515190573663,9.6,2," The room was beautiful and staff were extremely helpful 
No Negative"
-2901997243166418276,4629488036162962359,7.9,5, We loved our room especially the huge comfy bed 
-2626634673110551643,-7681408188643141872,9.2,2," The room was so luxurious very comfy bed and modern decor Hotel had character 
 The shower didnt have a door so the floor got wet"
-2901997243166418276,4629488036162962359,8.3,5, Lovely room taseful decor and artwork around the hotel Friendly and helpful staff 
-2901997243166418276,4629488036162962359,8.8,5," Breakfast service
 One gruff check in member"
-3107690258526146180,2259988589066296676,10.0,5," Staff was great good location free printer and computer
 It s a all round good hotel"
-3107690258526146180,2259988589066296676,8.8,5, Lovely location helpful staff The bikes available for rent were of excellent quality 
-7421703586506797266,5439554346835640135,10.0,5, EVERYTHING 
2111379813881770134,-6457517220721978,8.8,5, Room was bright and airy and staff were most welcoming 
-6030696784871381528,-6457517220721978,9.2,5, The staff were so friendly and very helpful 
-1032019229384696495,4118743389464105405,9.2,2," The hotel is amazing beautiful old building and the rooms are very modern 
No Negative"
-1130272294246983140,-8142426490949346803,9.6,5, Very comfortable beds smart bathroom good shower Lovely facilities garden an absolute delight friendly staff quiet location
-1032019229384696495,4118743389464105405,7.1,2,"No Positive
 No coffee or tea in the room or lobby No one to help with our bags from Tax into the Hotel No handicapped access At 80 years old it was very difficult for me to lug two large suit cases up the 12 oursidestairs and then up into the lobby "
-1130272294246983140,-8142426490949346803,9.2,5," The staff was very friendly and helpful in organizing our daytime activities Hotel located in a quiet area but very close to subway and restaurants 
 Room was pretty small for the three of us "
-1130272294246983140,-8142426490949346803,9.6,5, We stayed at the hotel at a friend s recommendation It has great access to public transport and plenty of shops and places to eat close by Laundrette around the corner is also a bonus for long term travellers who need to freshen things up having access to the back garden was an added bonus for lovely summer evenings Would definitely stay there again 
8766802480854827422,7124632953201847659,8.3,5," Super location on Division underground line direct to Heathrow and central London Older facility but very accommodating staff Good breakfast many restaurant stores 1 2 block away Bathroom was tiny with no fan or ventilation so it got warmish Quite comfy but small rooms Beautiful garden in back Overall a great value for London Would stay here again 
 Only cab service to airport is expensive compared to others 48 pounds plus tip "
-867171338823652769,6535950170823528902,9.2,2," Breakfast buffet was more than satisfactory Plenty of choices for all Bed was very comfortable Bathroom shower was powerful and plenty of hot water Location could not have been better Very short walk to underground Beautiful gardens at the rear of hotel Very quiet in spite of being close to Earl s Court Rd Staff was friendly and helpful Everyone was very easy to deal with 
 London hotel rooms are very small There was very little storage Would have liked to have some drawers however small for storage "
3061273947166110301,2589533162305407436,9.6,3," There was a beautiful garden at the back of the property where guests could relax in the sunshine read order a drink etc A great location very close to Earls Court restaurants and tube Good breakfast 
 The room for three people was on the small side "
3061273947166110301,2589533162305407436,5.8,3," Fantastic location very clean room someone called Leanne I think on reception was helpful and kind Breakfast was lovely great choice 
 Room wasn t ready on arrival after travelling from Leeds to London and phoning 2hours away to reserve parking Rude receptionist to girlfriend about parking as it wasn t our fault someone had taken our space We arrived at 16 00 and our room wasn t ready so was given a complimentary drink each and half an hour later still wasn t ready and being told it would be a further 40minutes Just wasn t good enough as we were only staying for 1 night and had a concert to go to "
3061273947166110301,2589533162305407436,6.7,3," Breakfast was excellent Staff in the restaurant were very pleasant especially the lady who took our room numbers showed us to our table 
 Our room allocated wasn t up to our expectations bathroom was to small when you opened bathroom door you banged into the toilet We had to require a different room at an extra cost of 30 a night "
-1032019229384696495,-8099145207792678586,8.3,5, The garden was a bonus Lovely area to have some quiet time and enjoy a drink Secure parking was also a good feature 
-1032019229384696495,-8099145207792678586,7.1,5, Great location it s easy to find and incredibly close to the Earl s Court Underground station Clean Quiet Breakfast was a good quality and selection Nice pillows Lovely large windows in the rooms with beautiful billowing curtains Newly remodeled marble slate bathroom Mini fridge in room Desk had a mirror so it doubled as a great place to do hair and make up Beautiful garden area I didn t get to spend much time out back but it s worth buying a glass of wine and hanging out with some friends in that area 
-35428957105270993,7414483722019578252,5.0,4," Location first and foremost Lovely gardens 
 Lower ground floor room L01 possibly the smallest bathroom I ve ever stayed in awful View from Windows not inspiring to see the rat traps outside Won t go back "
-1032019229384696495,-8099145207792678586,9.6,5," Very good hotel professional people s and very well organized Unfortunately the fitness area is veeery small maybe this hotel with this kind of level can evaluate in the best future to invest something more in space for this area Sauna was not available but o k i can accept this in summer period i hope this will not hapen during winter nothing more check always the price sometimes without promotion is not acceptable for this kind of structure I will pay for this not more than 150 p more than this price became not anymore competitive with similar hotel with same level
 Dimensions of the room small But I m was a single room and Erls court London The space cost money as a traditional London hotel"
-1032019229384696495,-8099145207792678586,7.1,5, Clean comfy beds Beautiful gardens Excellent helpful staff 
1908339160857512799,4629488036162962359,9.6,5, The staff were all so professional and friendly They really made the entire visit special and went out of their way to accommodate every inquiry or request we made The hotel itself was clean and the location to get on the Earl s Court tube was really convenient for all of our planned excursions I would totally recommend the K K Hotel George 
1895326251577378793,5468598741732935699,7.1,5," Small but modern and well furnished room Nice linens and a superior small bathroom 
 Not once during our four day stay including when we arrived to check in did any staff member speak to us before being spoken to first We were the only guests in the reception area when we checked in Not one single welcome good morning or hello in four days And we were not disgruntled or asking for any special requirements It was a very nice property but that indifferent attitude was a striking difference from every other small hotel and B B in which we stayed on this three week UK vacation We would not recommend K K Hotel George nor would we return ourselves "
-1479311724257856983,-1429167743746492970,9.2,5, Very comfortable bed with two kind of pillows one higher and one lower that suit different need in our family The hotel has a inside garden beautiful English style where you feel relax with a glass of beer It s very close to the Earl s court station but still loated on a quite street you can keep the window open while you sleep during the night We like this hotel 
9148269800512008413,7534917347133949300,7.9,5, Fantastic breakfast buffet Great location Quiet rooms 
9148269800512008413,7534917347133949300,10.0,5, We stay at this hotel each time we are in London in a nice quiet street just a short walk to Earls Court underground station the staff are always friendly rooms are always cleaned properly it s just a nice place to return to after a long day in London Great buffet breakfast
9148269800512008413,7534917347133949300,10.0,5, Great position lovely having breakfast overlooking beautiful garden Which you could have a walk around or seat and relax Staff were very helpful and friendly 
22763587941636338,7124632953201847659,6.3,5," Location near the Earl s Court Underground VERY convenient Restaurants nearby Good location away from the tourist bustle but very easy to get around London via the Tube 
 Staff not very friendly Did their job but seldom smiled or made one feel welcomed "
-3107690258526146180,-1101832997669013246,6.7,3," The staff was very helpful
 Room size too small and it was too hot Our window was too small and It good lighting We stayed on the 4th floor and I believ that room should not be used but perhaps converted to a larger room or storage since the lighting was poor from this awkward size window Breakfast was ok but they started taking things away and cleaning while we were still there "
-1032019229384696495,-3750879736572068916,8.3,5," Hotel was nice and comfortable Very clean Room was a bit small but adequate Staff was friendly and helpful The location was great because it was a 4 minute walk from 2 underground lines Plenty of restaurants convenience stores and ATM nearby 
 The room was a little stuffy They didn t have AC on yet Probably too early in the season Shower sometimes went hot and then cold "
-1032019229384696495,-7331393944609614247,7.9,5, We really liked the breakfast There was a wide choice of food The hotel is in a nice neighbourhood with many good quality restaurants It is also close to the subway station 
-1032019229384696495,-7331393944609614247,10.0,5, Room as advertised excellent location a 2 minute walk to buses and the tube Friendly and helpful front desk staff Would love to stay here on our next London trip too 
-1032019229384696495,-7331393944609614247,10.0,5, quiet comfy room Very helpful staff Excellent location just off the Earls Court tube and lots of excellent places to eat close by 
-1032019229384696495,-7331393944609614247,8.3,5, Closeness to Piccadilly Line and general ambience of the hotel
-1032019229384696495,-7331393944609614247,7.1,5, The location is excellent direct route from the airport at Heathrow The hotel is clean and modern and has basic amenities breakfast room bar The street is quiet A good hotel if travelling on business 
8676130229735483748,7000840123067725009,8.8,5, The staff were superb very helpful and friendly The hotel is in an excellent position close to the Underground station and easy to get to The room was very clean and well serviced each day 
2416280733544962613,5206308811707978799,9.6,5, The location was excellent 2 mins from tube and walkable to several locations Kensington Palace Albert Hall Knightsbridge etc if you re reasonably mobile We received a complimentary upgrade on the room Bed was lovely and comfortable Hotel was lovely Staff friendly and attentive As is just off main road nice and quiet Can t review facilities as we spent all day and night out in the city but what we saw and read it had all you need I always judge things on whether you d return and in this case yes I would You ll probably be able to get cheaper elsewhere but when you walk in you will realise why Lovely hotel for a special occasion 
-1032019229384696495,7024819429467163565,7.9,5, We had gluten free breakfast They had separate toaster for gluten free breads But I can not recommend the breakfast or eating there at all for people who need to follow strict gluten free diet Otherwise I can not complain great full wide ranging and diverse breakfast I just could not eat it Still for sure I could stay there for another time and bring my husband for the breakfast Enough for a big man It was great to have opportunity to print out your boarding passes after on line check in before leaving the hotel 
-709287718034731589,2602738827388230683,8.3,5," friendly stuff clean location
 breakfast the same everyday not much options but good and clean fitness center has one machine and they call fitness center small rooms "
-1443636648652872475,1595230810451459837,7.9,2," Perfect location close to all transports Nice and clean hotel Friendly staff and a really nice garden The area was nice and quiet 
 Breakfast was crowded at times and the selection of food was ok but not great "
-1032019229384696495,1595230810451459837,9.6,5, I absolutely love this hotel The staff is great the rooms are small but comfortable The location cannot be beat This hotel is a 2 min walk to the tube station and from there you can get anywhere you need to go 
-1032019229384696495,1595230810451459837,8.8,5," Location for tube and central London plus some nice restaurants close by too Staff were very pleasant Breakfast was fresh and plentiful choice too 
 Bed was too soft bathroom a wee bit small for manoeuvring in "
-1032019229384696495,-538948733779286129,9.6,5, Generally it s a wonderful experience The hotel is within walking distance of Earl s court station very convenient location There re cafe bakery fast food supermarket very near to the hotel The staffs at the reception are polite and helpful especially a gentleman The room space is sufficient there s no problem to put two large suitcases The TV is new and major English TV programs are provided Mattress is comfortable it s glad to find water boiler in the room so I can make some tea Complimentary mint chocolate and drinking water are provided The cleanness is excellent no dirty spot is found Bath towels and amenities are changed everyday The surrounding area is safe to hang around during night It costs only around 100 pounds per night which is a good deal 
4432373331608915019,-9055044275358686874,9.2,5, The breakfast was perfect very clean parking was easy to reach and available even we left the hotel one night to go to Leeds Very kind of the hotel 
4432373331608915019,-9055044275358686874,9.2,5, The location is definitely the main selling point
4432373331608915019,-9055044275358686874,9.2,5, Good quality breakfast food friendly and efficient staff
-1578287561410088674,-4027027091658759481,10.0,5, Staff was very friendly and helpful The location was great The room was very quiet 
-1578287561410088674,-4027027091658759481,9.2,5, Great Location with very easy access to public transport and popular location Major Shopping streets walkable A very comfortable hotel
-1443636648652872475,-5363263367015469934,5.8,5," Beds very comfortable Pleasant and necessary lounge area off reception with excellent bar staff Area good for restaurants 
 Top floor rooms were so small had to leave one suitcase in the car as unable to fit it in Rooms very hot and had to have windows open in sub zero temperatures Shower over bath tub was dangerously erratic with cold water rapidly displaced by scalding water and no non slip mat or stickers in bath Lethal combination for the elderly or children Second room key not allowed by the hotel s security so had to call reception to let us in if separated Front desk staff very dismissive "
-534549863526737439,8657408509986329668,6.7,3," Staff were courteous and helpful
 The breakfast staff were not helpful When we went for breakfast the restaurant was busy and we were asked to wait about 5 minutes to be seated They forgot about us and we had to approach them about our table After 25 minutes we were finally seated I was so upset I did not have a breakfast and left the restaurant in disgust at our treatment We won t be back"
534764222466712491,-3912939678517879962,9.6,5," Location is excellent and easy to get into central London and choice of local restaurants fab Staff at the hotel are friendly and accommodating Rooms are spacious very comfortable and clean Breakfast options excellent and Bar area very comfortable and cosy Big plus is underground parking at the hotel also Fab experience all round 
No Negative"
-534549863526737439,8657408509986329668,7.9,3," good sized room for the price and wonderfully located having its own bar and restaurant on site was a bonus despite there being countless foodie drinkie options outside their doors 
 couldn t work out how to crank DOWN the heating in the room Bathroom is miniscule Mini bar was very limited with its choice"
1895326251577378793,-6157984812065160219,10.0,2," Excellent location near major railway lines Easy to get from the airport Friendly and helpful staff A homely atmosphere and personal attention Highly recommended 
No Negative"
22763587941636338,7124632953201847659,10.0,5," Location for Central London is perfect Hotel is very clean 
 Breakfast is expensive especially when I have already paid over 90 for a standard room per night "
22763587941636338,7124632953201847659,7.9,5, very good location restaurants and supermarkets around and the clineanliness of the hotel 
22763587941636338,7124632953201847659,9.6,5, Superfriendly staff comfortable beds safe in the closet and the housekeeping was superb they even made the bed extra nice for my daughter by tucking in her Teddybears 3 Clean bathroom nice shower and the room was nice and quiet for my daughter to sleep in the evening Unfortunately it was winter so we did not get the opportunity to spend time in the garden but it made a nice view from the window in our room and at the breakfast table The underground is only a 2 minute walk so getting around was very easy I am overall very satisfied with my stay at this hotel and would recommend it 
-4952379459094765124,-4888170580455425266,10.0,5, I especially liked my room s well operating walk in non slip shower and bathroom an amenity not always found in other London hotels I also liked the comfortable bed the size of room the good elevators lifts and the proximity to Earl s Court Tube buses cafes shops and ATMs 
-4952379459094765124,-4888170580455425266,10.0,5, Thank you K K Hotel George at Earl s Court you assured our stay in London was fun and despite some snow cozy and pleasant Thank you for accommodating our every need from booking theatre tickets to providing cutlery for our take away even letting us borrow the HDMI cable from the business centre Everyone is so knowledgeable and helpful and kind Cannot wait try your other locations thank you again kkhotelgeorge kkhotelgeorge
-4952379459094765124,-4888170580455425266,8.3,5, Very good location for tube station and getting around all the sights and shows we had pre booked
-4952379459094765124,-4888170580455425266,8.8,5, Friendly helpful staff The facilities are good including the bar The Earl s Court tube station is just a few steps away and this station has access to several useful lines For what you get the prices are reasonable Very nice breakfast buffet 
3375381077362025672,-6347212504547574224,6.7,5," The location was just 3 4 minutes from Earl s Court Paul s was also opposite the Underground station making it very convenient to pop by for breakfast excellent Espresso Cappucino and freshly baked pastries by the way before heading off for sightseeing 
 The mattress wasn t comfortable and the pillows were way too soft I had a neck ache the next morning The room was super tiny We stayed at the Hilton Bankside and the room was so spacious in comparison "
1623838599684589103,-5784991738549272379,10.0,5," The staff are really helpful and accommodating Nothing was too much trouble The hotel is very pretty in a great location with a cosy bar area I have stayed here several times and will definitely stay again 
 Temperature in the room was difficult to regulate "
7774613525190730745,2858969450431709251,5.4,3," The location
 I don t know if it was because I booked through Booking com but seemed to get the worst room in the place Underground with no view Unable to book breakfast for second day at the reduced price as I should have done it on check in I didn t know what I was going to be doing on check in Tea and biscuits not replenished the second day "
3938645257702379823,3746463631389880443,10.0,5, The entire staff were friendly courteous and helpful The room was clean and quiet and the breakfast was excellent as was the location 4 minute walk to the underground tube just perfect 
-2626634673110551643,2916072977192006313,8.3,2," Location heated outdoor smoking area breakfast is good Just 2 min walk to Earls Court station Halal restaurants are very close by 
 Rooms are not heated may be an issue in very cold winters Gym is open from 4 00 pm to 10 00pm when you usually are out "
-1443636648652872475,-1114438937697017987,8.8,2," Helpful friendly staff Good location
 Soiled chair in room Pillows not clean Shower temp control very sensitive in 1st room we stayed in Value for money"
22763587941636338,-5784991738549272379,10.0,5, Excellent hotel in every aspect Fantastic location with only a 2 3 minute walk to the tube station which takes you into central London Rooms are small but perfectly formed with a lovely bathroom All the staff are very polite and friendly and sorted out the small problem with the bathroom sink and brought a firmer pillow with no issues Great choice of buffet breakfast both hot and cold all replenished regularly Would definitely stay here again and recommend it to anyone 
3375381077362025672,-6347212504547574224,8.3,5, Comfy bed a lovely warm room with good facilities on a cold damp London day Great shower nice toiletries and fab fluffy towels Would stay again as it was a great location The things we didn t like weren t the end of the world and we enjoyed our stay 
1623838599684589103,-6734931185433789466,7.9,2," Location fantastic 2 minute walk to Earl Court tube shops and restaurants Beautiful building with parking 
 No Iron and ironing board and maybe a few sachets of hot chocolate in the room nothing really to complain about "
801895594717772308,-6734931185433789466,7.5,2," Delicious English Breakfast Staff very helpful and pleasant 
 Did book a twin bedded room and got a very large double so it didn t matter too much Loo very low lucky I am only 5ft 2 "
7774613525190730745,2858969450431709251,5.8,3," Its in the right area for what we need
 Staff not particularly helpful Have stayrf before and not had room serviced so had to request this 3 times Breakfasy ok but not outstanding for a 4 Rooms small esp bathroom and not particularly warm"
268671367195911338,2857117417189640073,9.2,5, English breakfast everyday was a welcome bonus Bar is not impressive but well run kudos to Mariusz who looked after me 
